t,manoeuvre,distance,aspect angle,pitch,ideal pitch,roll,heading,ideal heading,angle of attack,sideslip angle,yoke pitch ratio,yoke roll ratio,throttle ratio,kias,stall warning,has crashed,Δt,pitch dev,heading dev,d rate,in front of or behind enemy plane,pitch dev grade,heading dev grade
72.23,enemy aircraft finished manoeuvre,6391.288774211206 metres,12.71,-27.82,2.43,44.0,320.44,135.57,-2.81,-0.17,-0.43,-0.17,0.5,96.05,0,0,0.12,-30.25,-175.13,103.53,behind,lost sight of enemy,lost sight of enemy
72.34,enemy aircraft finished manoeuvre,6403.959034204728 metres,12.73,-29.17,2.44,43.33,319.87,135.56,-3.67,-0.33,-0.43,-0.17,0.5,96.65,0,0,0.12,-31.61,-175.69,110.13,behind,lost sight of enemy,lost sight of enemy
72.45,enemy aircraft finished manoeuvre,6414.937833932782 metres,12.73,-30.33,2.46,42.69,319.44,135.56,-4.22,-0.43,-0.43,-0.17,0.5,97.17,0,0,0.11,-32.78,-176.13,104.49,behind,lost sight of enemy,lost sight of enemy
72.55,enemy aircraft finished manoeuvre,6426.337552839531 metres,12.74,-31.47,2.48,41.97,319.1,135.56,-4.6,-0.5,-0.43,-0.17,0.5,97.72,0,0,0.11,-33.95,-176.47,105.67,behind,lost sight of enemy,lost sight of enemy
72.66,enemy aircraft finished manoeuvre,6437.486415898054 metres,12.75,-32.52,2.5,41.17,318.9,135.56,-4.78,-0.53,-0.43,-0.17,0.5,98.26,0,0,0.11,-35.02,-176.66,105.98,behind,lost sight of enemy,lost sight of enemy
72.76,enemy aircraft finished manoeuvre,6448.707031499071 metres,12.75,-33.5,2.52,40.29,318.84,135.56,-4.82,-0.52,-0.43,-0.17,0.5,98.81,0,0,0.1,-36.02,-176.72,106.91,behind,lost sight of enemy,lost sight of enemy
72.87,enemy aircraft finished manoeuvre,6459.912769996119 metres,12.76,-34.42,2.54,39.35,318.87,135.56,-4.77,-0.48,-0.43,-0.17,0.5,99.37,0,0,0.11,-36.95,-176.68,104.82,behind,lost sight of enemy,lost sight of enemy
72.98,enemy aircraft finished manoeuvre,6471.384725970995 metres,12.76,-35.3,2.56,38.36,318.97,135.56,-4.68,-0.44,-0.43,-0.17,0.5,99.95,0,0,0.11,-37.86,-176.59,105.21,behind,lost sight of enemy,lost sight of enemy
73.08,enemy aircraft finished manoeuvre,6482.506316357841 metres,12.77,-36.12,2.58,37.38,319.09,135.56,-4.59,-0.4,-0.43,-0.17,0.5,100.54,0,0,0.1,-38.7,-176.47,108.27,behind,lost sight of enemy,lost sight of enemy
73.19,enemy aircraft finished manoeuvre,6493.583035178376 metres,12.77,-36.91,2.6,36.42,319.19,135.55,-4.52,-0.36,-0.43,-0.17,0.5,101.15,0,0,0.11,-39.52,-176.36,103.26,behind,lost sight of enemy,lost sight of enemy
73.29,enemy aircraft finished manoeuvre,6504.712014322318 metres,12.77,-37.7,2.63,35.45,319.28,135.55,-4.48,-0.34,-0.43,-0.17,0.5,101.78,0,0,0.1,-40.33,-176.27,107.86,behind,lost sight of enemy,lost sight of enemy
73.4,enemy aircraft finished manoeuvre,6515.664849229169 metres,12.77,-38.47,2.65,34.51,319.35,135.55,-4.46,-0.33,-0.43,-0.17,0.5,102.43,0,0,0.1,-41.12,-176.2,105.75,behind,lost sight of enemy,lost sight of enemy
73.5,enemy aircraft finished manoeuvre,6526.562512056672 metres,12.77,-39.23,2.67,33.57,319.39,135.55,-4.46,-0.33,-0.43,-0.17,0.5,103.09,0,0,0.1,-41.91,-176.16,105.21,behind,lost sight of enemy,lost sight of enemy
73.61,enemy aircraft finished manoeuvre,6537.714604896805 metres,12.77,-40.01,2.7,32.62,319.43,135.55,-4.47,-0.33,-0.43,-0.17,0.5,103.78,0,0,0.1,-42.71,-176.12,107.29,behind,lost sight of enemy,lost sight of enemy
73.71,enemy aircraft finished manoeuvre,6548.756981516087 metres,12.77,-40.43,2.73,31.65,319.74,135.55,-3.97,-0.31,0.8,-0.0,0.5,104.49,0,0,0.1,-43.16,-175.81,107.12,behind,lost sight of enemy,lost sight of enemy
73.81,enemy aircraft finished manoeuvre,6560.161668548044 metres,12.76,-38.32,2.76,29.91,322.06,135.55,-0.73,-0.22,0.73,-0.14,0.5,105.25,0,0,0.11,-41.07,-173.49,108.07,behind,lost sight of enemy,lost sight of enemy
73.92,enemy aircraft finished manoeuvre,6571.131806043304 metres,12.76,-34.26,2.78,27.29,325.43,135.54,3.68,-0.1,0.65,-0.15,0.5,106.01,0,0,0.11,-37.05,-170.12,100.52,behind,lost sight of enemy,lost sight of enemy
74.04,enemy aircraft finished manoeuvre,6583.692248523325 metres,12.75,-28.61,2.81,24.48,329.3,135.54,8.47,0.12,0.62,-0.15,0.5,106.88,0,0,0.12,-31.43,-166.24,108.2,behind,lost sight of enemy,lost sight of enemy
74.16,enemy aircraft finished manoeuvre,6596.901589328267 metres,12.75,-23.28,2.84,22.39,332.48,135.55,11.59,0.35,0.46,-0.12,0.5,107.68,1,0,0.12,-26.13,-163.06,108.32,behind,lost sight of enemy,lost sight of enemy
74.28,enemy aircraft finished manoeuvre,6609.823949492797 metres,12.74,-19.86,2.87,21.17,334.43,135.55,12.21,0.49,0.45,-0.12,0.5,108.3,1,0,0.12,-22.73,-161.12,108.57,behind,lost sight of enemy,lost sight of enemy
74.4,enemy aircraft finished manoeuvre,6623.2546023013965 metres,12.73,-17.78,2.89,20.27,335.62,135.56,11.36,0.53,0.54,-0.15,0.5,108.8,1,0,0.12,-20.67,-159.94,114.73,behind,lost sight of enemy,lost sight of enemy
74.51,enemy aircraft finished manoeuvre,6635.453239800855 metres,12.72,-16.19,2.91,19.49,336.42,135.56,10.5,0.5,0.56,-0.02,0.5,109.18,0,0,0.11,-19.1,-159.14,112.38,behind,lost sight of enemy,lost sight of enemy
74.62,enemy aircraft finished manoeuvre,6647.879951203447 metres,12.71,-14.44,2.93,19.63,337.25,135.57,9.96,0.3,0.55,0.28,0.5,109.56,0,0,0.11,-17.37,-158.32,112.45,behind,lost sight of enemy,lost sight of enemy
74.72,enemy aircraft finished manoeuvre,6660.237647894745 metres,12.69,-12.74,2.94,20.9,338.08,135.59,9.47,-0.06,0.3,0.41,0.5,109.92,0,0,0.11,-15.68,-157.51,113.78,behind,lost sight of enemy,lost sight of enemy
74.83,enemy aircraft finished manoeuvre,6672.679487179335 metres,12.68,-11.75,2.96,22.48,338.66,135.6,8.32,-0.46,0.18,0.22,0.5,110.29,0,0,0.11,-14.71,-156.94,114.68,behind,lost sight of enemy,lost sight of enemy
74.94,enemy aircraft finished manoeuvre,6685.073306220118 metres,12.66,-11.43,2.97,23.64,339.04,135.61,6.82,-0.7,0.18,0.21,0.5,110.67,0,0,0.11,-14.4,-156.57,113.25,behind,lost sight of enemy,lost sight of enemy
75.05,enemy aircraft finished manoeuvre,6697.67351101462 metres,12.64,-11.27,2.97,24.72,339.51,135.63,5.53,-0.8,0.18,0.21,0.5,111.09,0,0,0.11,-14.24,-156.12,114.06,behind,lost sight of enemy,lost sight of enemy
75.16,enemy aircraft finished manoeuvre,6710.302321517363 metres,12.62,-10.93,2.98,25.79,340.21,135.64,4.74,-0.77,0.18,0.21,0.5,111.55,0,0,0.11,-13.91,-155.43,115.05,behind,lost sight of enemy,lost sight of enemy
75.27,enemy aircraft finished manoeuvre,6722.616041154133 metres,12.6,-10.35,2.99,26.85,341.15,135.66,4.44,-0.65,0.18,0.21,0.5,112.01,0,0,0.11,-13.34,-154.51,114.6,behind,lost sight of enemy,lost sight of enemy
75.38,enemy aircraft finished manoeuvre,6734.946353575037 metres,12.58,-9.52,2.99,27.92,342.29,135.68,4.47,-0.5,0.18,0.21,0.5,112.48,0,0,0.11,-12.51,-153.38,114.39,behind,lost sight of enemy,lost sight of enemy
75.48,enemy aircraft finished manoeuvre,6747.090391822816 metres,12.56,-8.54,3.0,29.01,343.55,135.7,4.68,-0.36,0.18,0.21,0.5,112.94,0,0,0.11,-11.54,-152.14,114.48,behind,lost sight of enemy,lost sight of enemy
75.59,enemy aircraft finished manoeuvre,6759.293661474985 metres,12.54,-7.48,3.0,30.12,344.87,135.72,4.93,-0.26,0.18,0.21,0.5,113.37,0,0,0.11,-10.49,-150.84,113.41,behind,lost sight of enemy,lost sight of enemy
75.7,enemy aircraft finished manoeuvre,6771.5630805581295 metres,12.52,-6.4,3.0,31.3,346.22,135.74,5.16,-0.21,0.25,0.28,0.5,113.77,0,0,0.11,-9.41,-149.52,112.84,behind,lost sight of enemy,lost sight of enemy
75.8,enemy aircraft finished manoeuvre,6783.535814968675 metres,12.5,-5.15,3.01,33.0,347.7,135.76,5.61,-0.25,0.28,0.42,0.5,114.13,0,0,0.1,-8.15,-148.06,114.95,behind,lost sight of enemy,lost sight of enemy
75.91,enemy aircraft finished manoeuvre,6795.32807672193 metres,12.48,-3.74,3.01,35.07,349.33,135.78,6.16,-0.36,0.28,0.42,0.5,114.44,0,0,0.11,-6.74,-146.45,110.88,behind,might lose sight of enemy,lost sight of enemy
76.02,enemy aircraft finished manoeuvre,6807.649878028868 metres,12.45,-2.32,3.01,37.36,351.08,135.81,6.59,-0.54,0.26,0.43,0.5,114.71,0,0,0.11,-5.32,-144.72,110.41,behind,might lose sight of enemy,lost sight of enemy
76.14,enemy aircraft finished manoeuvre,6820.827971349583 metres,12.43,-1.03,3.0,39.85,352.94,135.83,6.76,-0.75,0.26,0.4,0.5,114.92,0,0,0.12,-4.03,-142.89,111.24,behind,might lose sight of enemy,lost sight of enemy
76.25,enemy aircraft finished manoeuvre,6832.971662950657 metres,12.41,-0.11,3.0,41.97,354.59,135.86,6.63,-0.9,0.24,0.35,0.5,115.07,0,0,0.11,-3.11,-141.27,110.75,behind,might lose sight of enemy,lost sight of enemy
76.37,enemy aircraft finished manoeuvre,6845.456873632637 metres,12.38,0.55,3.0,43.96,356.23,135.89,6.29,-0.96,0.16,0.2,0.5,115.16,0,0,0.12,-2.45,-139.66,108.35,behind,good,lost sight of enemy
76.47,enemy aircraft finished manoeuvre,6856.584841301639 metres,12.36,0.75,2.99,45.07,357.46,135.92,5.6,-0.91,0.08,-0.05,0.5,115.21,0,0,0.1,-2.24,-138.46,109.57,behind,good,lost sight of enemy
76.59,enemy aircraft finished manoeuvre,6869.089476159479 metres,12.34,0.58,2.99,44.72,358.5,135.95,4.57,-0.69,0.07,-0.23,0.5,115.24,0,0,0.12,-2.41,-137.45,105.33,behind,good,lost sight of enemy
76.69,enemy aircraft finished manoeuvre,6879.670169959723 metres,12.32,0.34,2.98,43.76,359.32,135.98,3.78,-0.45,0.07,-0.23,0.5,115.26,0,0,0.1,-2.64,-136.67,105.35,behind,good,lost sight of enemy
